iso2,year,sex,age,cases
SK,2006,f,0-14,0
SK,2007,f,0-14,1
SK,2008,f,0-14,1
SL,2007,f,0-14,74
SN,2008,f,0-14,79
SR,2006,f,0-14,2
ST,2006,f,0-14,1
ST,2007,f,0-14,0
SV,2007,f,0-14,4
SV,2008,f,0-14,8
SY,2006,f,0-14,18
SY,2007,f,0-14,14
SY,2008,f,0-14,30
SZ,2008,f,0-14,39
TC,2006,f,0-14,0
TJ,2005,f,0-14,26
TJ,2008,f,0-14,25
TK,2007,f,0-14,0
TM,2005,f,0-14,3
TM,2007,f,0-14,6
TO,2006,f,0-14,0
TO,2007,f,0-14,0
TO,2008,f,0-14,0
TR,2005,f,0-14,50
TR,2006,f,0-14,56
TR,2007,f,0-14,63
TR,2008,f,0-14,57
TT,2007,f,0-14,0
TT,2008,f,0-14,1
TV,2006,f,0-14,0
TV,2008,f,0-14,0
UA,2007,f,0-14,7
UA,2008,f,0-14,24
UG,2008,f,0-14,382
US,2006,f,0-14,11
US,2007,f,0-14,12
US,2008,f,0-14,22
UY,2008,f,0-14,4
UZ,2005,f,0-14,40
UZ,2006,f,0-14,41
UZ,2007,f,0-14,25
UZ,2008,f,0-14,23
VC,2007,f,0-14,0
VE,2006,f,0-14,42
VE,2007,f,0-14,40
VE,2008,f,0-14,25
VU,2008,f,0-14,0
WF,2007,f,0-14,0
WS,2008,f,0-14,0
ZA,2006,f,0-14,2579
ZA,2007,f,0-14,2511
ZA,2008,f,0-14,2360
ZW,2007,f,0-14,185
AD,2005,f,15-24,1
AD,2006,f,15-24,0
AD,2008,f,15-24,0
AE,2006,f,15-24,6
AE,2007,f,15-24,8
AE,2008,f,15-24,10
AG,2007,f,15-24,0
AL,2005,f,15-24,3
AL,2006,f,15-24,12
AL,2007,f,15-24,13
AL,2008,f,15-24,20
AM,2005,f,15-24,27
AM,2006,f,15-24,28
AM,2007,f,15-24,31
AM,2008,f,15-24,44
AN,2006,f,15-24,0
AR,2006,f,15-24,438
AR,2007,f,15-24,558
AR,2008,f,15-24,536
AT,2005,f,15-24,13
AT,2006,f,15-24,12
AU,2006,f,15-24,18
AU,2007,f,15-24,26
AZ,2005,f,15-24,64
AZ,2006,f,15-24,51
BA,2005,f,15-24,35
BA,2006,f,15-24,41
BA,2007,f,15-24,0
BA,2008,f,15-24,26
BB,2007,f,15-24,0
BB,2008,f,15-24,0
BE,2005,f,15-24,27
BE,2006,f,15-24,25
BE,2007,f,15-24,13
BE,2008,f,15-24,17
BF,2007,f,15-24,157
BG,2005,f,15-24,90
BG,2007,f,15-24,63
BG,2008,f,15-24,57
BH,2008,f,15-24,12
BI,2007,f,15-24,360
BN,2007,f,15-24,6
BN,2008,f,15-24,6
BR,2006,f,15-24,3132
BR,2007,f,15-24,2952
BR,2008,f,15-24,2709
BS,2007,f,15-24,3
BS,2008,f,15-24,1
BW,2008,f,15-24,347
BZ,2006,f,15-24,6
BZ,2007,f,15-24,8
BZ,2008,f,15-24,5
CA,2006,f,15-24,39
CA,2007,f,15-24,32
CA,2008,f,15-24,36
CH,2005,f,15-24,6
CH,2006,f,15-24,10
CH,2007,f,15-24,9
CH,2008,f,15-24,3
CK,2006,f,15-24,0
CL,2006,f,15-24,70
CL,2007,f,15-24,59
CL,2008,f,15-24,52
CM,2008,f,15-24,1506
CR,2006,f,15-24,27
CR,2007,f,15-24,16
CU,2008,f,15-24,11
CV,2008,f,15-24,18
CY,2005,f,15-24,1
CY,2006,f,15-24,2
CY,2007,f,15-24,1
CY,2008,f,15-24,1
CZ,2005,f,15-24,3
CZ,2006,f,15-24,4
CZ,2007,f,15-24,6
CZ,2008,f,15-24,4
DE,2005,f,15-24,51
DE,2006,f,15-24,66
DE,2007,f,15-24,120
DE,2008,f,15-24,35
DJ,2007,f,15-24,129
DK,2005,f,15-24,11
DK,2006,f,15-24,6
DK,2007,f,15-24,8
DK,2008,f,15-24,5
DM,2006,f,15-24,1
DM,2007,f,15-24,0
DM,2008,f,15-24,0
DO,2008,f,15-24,288
EE,2005,f,15-24,6
EE,2006,f,15-24,3
EE,2007,f,15-24,2
EE,2008,f,15-24,2
EG,2006,f,15-24,470
EG,2008,f,15-24,382
ER,2007,f,15-24,70
ES,2005,f,15-24,142
ES,2006,f,15-24,122
ES,2007,f,15-24,164
ES,2008,f,15-24,168
FI,2005,f,15-24,3
FI,2006,f,15-24,2
FI,2007,f,15-24,6
FI,2008,f,15-24,4
FJ,2006,f,15-24,12
FM,2006,f,15-24,23
FM,2008,f,15-24,10
FR,2005,f,15-24,104
FR,2006,f,15-24,112
FR,2007,f,15-24,127
FR,2008,f,15-24,57
GA,2008,f,15-24,209
GB,2005,f,15-24,115
GB,2006,f,15-24,168
GB,2007,f,15-24,145
GB,2008,f,15-24,134
GD,2006,f,15-24,0
GE,2005,f,15-24,109
GE,2006,f,15-24,115
GE,2007,f,15-24,153
GE,2008,f,15-24,396
GM,2006,f,15-24,88
GM,2008,f,15-24,94
GR,2005,f,15-24,13
GR,2006,f,15-24,13
GR,2007,f,15-24,13
GR,2008,f,15-24,5
GT,2007,f,15-24,163
GT,2008,f,15-24,199
GU,2007,f,15-24,0
GU,2008,f,15-24,1
GY,2008,f,15-24,20
HK,2005,f,15-24,67
HK,2006,f,15-24,59
HK,2007,f,15-24,59
HK,2008,f,15-24,65
HN,2006,f,15-24,206
HN,2007,f,15-24,185
HN,2008,f,15-24,152
HR,2005,f,15-24,12
HR,2006,f,15-24,16
HR,2008,f,15-24,11
HT,2007,f,15-24,1261
HT,2008,f,15-24,1272
HU,2005,f,15-24,5
HU,2006,f,15-24,17
HU,2007,f,15-24,12
HU,2008,f,15-24,11
ID,2007,f,15-24,13371
ID,2008,f,15-24,13987
IE,2005,f,15-24,9
IE,2006,f,15-24,11
IE,2007,f,15-24,14
IE,2008,f,15-24,12
IL,2005,f,15-24,3
IL,2006,f,15-24,1
IL,2007,f,15-24,4
IL,2008,f,15-24,4
IQ,2006,f,15-24,338
IQ,2007,f,15-24,289
IQ,2008,f,15-24,377
IR,2006,f,15-24,430
IR,2007,f,15-24,394
IR,2008,f,15-24,386
IS,2005,f,15-24,0
IS,2006,f,15-24,0
IS,2007,f,15-24,0
IS,2008,f,15-24,0
IT,2005,f,15-24,80
IT,2006,f,15-24,88
IT,2007,f,15-24,74
IT,2008,f,15-24,65
JM,2006,f,15-24,2
JM,2008,f,15-24,8
JO,2006,f,15-24,8
JO,2007,f,15-24,9
JO,2008,f,15-24,20
JP,2007,f,15-24,134
JP,2008,f,15-24,115
KE,2007,f,15-24,4594
KE,2008,f,15-24,4355
KG,2005,f,15-24,215
KI,2007,f,15-24,13
KI,2008,f,15-24,33
KM,2006,f,15-24,5
KM,2008,f,15-24,6
KN,2008,f,15-24,0
KP,2008,f,15-24,1259
KR,2006,f,15-24,579
KR,2007,f,15-24,570
KR,2008,f,15-24,483
KW,2007,f,15-24,26
KW,2008,f,15-24,33
KY,2006,f,15-24,0
KY,2007,f,15-24,0
KZ,2005,f,15-24,751
KZ,2007,f,15-24,782
KZ,2008,f,15-24,710
LB,2006,f,15-24,16
LB,2007,f,15-24,17
LB,2008,f,15-24,24
LC,2008,f,15-24,0
LR,2008,f,15-24,115
LS,2007,f,15-24,78
LS,2008,f,15-24,343
LT,2005,f,15-24,25
LT,2006,f,15-24,25
LT,2007,f,15-24,34
LT,2008,f,15-24,20
LU,2005,f,15-24,0
LU,2006,f,15-24,2
LU,2007,f,15-24,0
LU,2008,f,15-24,0
LV,2005,f,15-24,17
LV,2006,f,15-24,17
LV,2008,f,15-24,11
LY,2006,f,15-24,55
LY,2008,f,15-24,56
MA,2006,f,15-24,1273
MA,2007,f,15-24,1177
MA,2008,f,15-24,1081
MD,2005,f,15-24,97
MD,2007,f,15-24,97
MD,2008,f,15-24,85
ME,2005,f,15-24,0
ME,2006,f,15-24,3
ME,2007,f,15-24,3
ME,2008,f,15-24,4
MG,2007,f,15-24,1456
MG,2008,f,15-24,1433
MH,2007,f,15-24,3
MH,2008,f,15-24,3
MK,2005,f,15-24,17
MK,2006,f,15-24,16
MK,2007,f,15-24,11
MK,2008,f,15-24,24
ML,2008,f,15-24,332
MO,2007,f,15-24,10
MO,2008,f,15-24,7
MP,2007,f,15-24,0
MP,2008,f,15-24,0
MT,2005,f,15-24,0
MT,2006,f,15-24,0
MT,2007,f,15-24,2
MT,2008,f,15-24,1
MU,2007,f,15-24,4
MU,2008,f,15-24,2
MV,2007,f,15-24,5
MV,2008,f,15-24,7
MW,2007,f,15-24,768
MW,2008,f,15-24,707
MX,2006,f,15-24,696
MX,2007,f,15-24,645
MX,2008,f,15-24,752
MY,2007,f,15-24,1098
MY,2008,f,15-24,1161
NC,2008,f,15-24,0
NE,2008,f,15-24,259
NI,2006,f,15-24,168
NI,2007,f,15-24,158
NL,2005,f,15-24,14
NL,2006,f,15-24,15
NL,2007,f,15-24,12
NL,2008,f,15-24,13
NO,2005,f,15-24,4
NO,2006,f,15-24,5
NO,2008,f,15-24,1
NP,2006,f,15-24,1164
NP,2007,f,15-24,1149
NR,2006,f,15-24,0
NR,2007,f,15-24,0
NR,2008,f,15-24,0
NU,2006,f,15-24,0
NU,2007,f,15-24,0
NZ,2006,f,15-24,12
NZ,2007,f,15-24,14
NZ,2008,f,15-24,8
OM,2006,f,15-24,21
OM,2008,f,15-24,20
PA,2008,f,15-24,56
PE,2006,f,15-24,2713
PE,2007,f,15-24,2684
PE,2008,f,15-24,2644
PF,2008,f,15-24,1
PL,2005,f,15-24,95
PL,2006,f,15-24,83
PL,2007,f,15-24,65
PL,2008,f,15-24,65
PR,2007,f,15-24,0
PR,2008,f,15-24,1
PS,2006,f,15-24,0
PS,2007,f,15-24,0
PS,2008,f,15-24,2
PT,2005,f,15-24,67
PT,2006,f,15-24,56
PT,2007,f,15-24,49
PT,2008,f,15-24,54
PW,2006,f,15-24,0
PW,2007,f,15-24,0
PY,2006,f,15-24,130
PY,2007,f,15-24,100
PY,2008,f,15-24,92
QA,2007,f,15-24,4
QA,2008,f,15-24,4
RO,2005,f,15-24,758
RO,2006,f,15-24,669
RO,2007,f,15-24,665
RO,2008,f,15-24,557
RS,2005,f,15-24,69
RS,2006,f,15-24,78
RS,2007,f,15-24,38
RS,2008,f,15-24,42
RU,2007,f,15-24,1444
RU,2008,f,15-24,1467
RW,2007,f,15-24,477
RW,2008,f,15-24,439
SA,2008,f,15-24,274
SB,2007,f,15-24,12
SB,2008,f,15-24,13
SC,2008,f,15-24,0
SD,2006,f,15-24,965
SD,2008,f,15-24,850
SE,2005,f,15-24,10
SE,2006,f,15-24,12
SE,2007,f,15-24,5
SE,2008,f,15-24,12
SG,2006,f,15-24,19
SG,2007,f,15-24,13
SG,2008,f,15-24,9
SI,2005,f,15-24,4
SI,2006,f,15-24,5
SI,2007,f,15-24,1
SI,2008,f,15-24,2
SK,2005,f,15-24,1
SK,2006,f,15-24,6
SK,2007,f,15-24,5
SK,2008,f,15-24,2
SL,2007,f,15-24,398
SN,2008,f,15-24,816
SR,2006,f,15-24,1
ST,2006,f,15-24,4
ST,2007,f,15-24,9
SV,2007,f,15-24,63
SV,2008,f,15-24,73
SY,2006,f,15-24,195
SY,2007,f,15-24,148
SY,2008,f,15-24,149
SZ,2008,f,15-24,427
TC,2006,f,15-24,1
TJ,2005,f,15-24,225
TJ,2008,f,15-24,290
TK,2007,f,15-24,0
TM,2005,f,15-24,100
TM,2007,f,15-24,129
TO,2006,f,15-24,1
TO,2007,f,15-24,3
TO,2008,f,15-24,0
TR,2005,f,15-24,699
TR,2006,f,15-24,769
TR,2007,f,15-24,708
TR,2008,f,15-24,653
TT,2007,f,15-24,5
TT,2008,f,15-24,11
TV,2006,f,15-24,1
TV,2008,f,15-24,1
UA,2007,f,15-24,982
UA,2008,f,15-24,585
UG,2008,f,15-24,2006
US,2006,f,15-24,257
US,2007,f,15-24,257
US,2008,f,15-24,220
UY,2008,f,15-24,26
UZ,2005,f,15-24,538
UZ,2006,f,15-24,544
UZ,2007,f,15-24,485
UZ,2008,f,15-24,427
VC,2007,f,15-24,0
VE,2006,f,15-24,322
VE,2007,f,15-24,276
VE,2008,f,15-24,309
VU,2008,f,15-24,3
WF,2007,f,15-24,0
WS,2008,f,15-24,1
ZA,2006,f,15-24,14073
ZA,2007,f,15-24,14410
ZA,2008,f,15-24,14010
ZW,2007,f,15-24,739
AD,2005,f,25-34,1
AD,2006,f,25-34,1
AD,2008,f,25-34,0
AE,2006,f,25-34,4
AE,2007,f,25-34,6
AE,2008,f,25-34,4
AG,2007,f,25-34,0
AL,2005,f,25-34,9
AL,2006,f,25-34,8
AL,2007,f,25-34,9
AL,2008,f,25-34,10
AM,2005,f,25-34,21
AM,2006,f,25-34,29
AM,2007,f,25-34,22
AM,2008,f,25-34,25
AN,2006,f,25-34,0
AR,2006,f,25-34,437
AR,2007,f,25-34,500
AR,2008,f,25-34,506
AT,2005,f,25-34,11
AT,2006,f,25-34,12
AU,2006,f,25-34,27
AU,2007,f,25-34,37
AZ,2005,f,25-34,98
AZ,2006,f,25-34,66
BA,2005,f,25-34,39
BA,2006,f,25-34,50
BA,2007,f,25-34,0
BA,2008,f,25-34,26
BB,2007,f,25-34,0
BB,2008,f,25-34,0
BE,2005,f,25-34,31
BE,2006,f,25-34,25
BE,2007,f,25-34,31
BE,2008,f,25-34,40
BF,2007,f,25-34,243
BG,2005,f,25-34,111
BG,2007,f,25-34,77
BG,2008,f,25-34,78
BH,2008,f,25-34,16
BI,2007,f,25-34,392
BN,2007,f,25-34,6
BN,2008,f,25-34,11
BR,2006,f,25-34,3506
BR,2007,f,25-34,3250
BR,2008,f,25-34,3233
BS,2007,f,25-34,4
BS,2008,f,25-34,4
BW,2008,f,25-34,474
BZ,2006,f,25-34,5
BZ,2007,f,25-34,2
BZ,2008,f,25-34,0
CA,2006,f,25-34,30
CA,2007,f,25-34,33
CA,2008,f,25-34,39
CH,2005,f,25-34,11
CH,2006,f,25-34,16
CH,2007,f,25-34,17
CH,2008,f,25-34,13
CK,2006,f,25-34,0
CL,2006,f,25-34,91
CL,2007,f,25-34,75
CL,2008,f,25-34,86
CM,2008,f,25-34,2041
CR,2006,f,25-34,24
CR,2007,f,25-34,24
CU,2008,f,25-34,14
CV,2008,f,25-34,21
CY,2005,f,25-34,0
CY,2006,f,25-34,3
CY,2007,f,25-34,3
CY,2008,f,25-34,2
CZ,2005,f,25-34,14
CZ,2006,f,25-34,12
CZ,2007,f,25-34,8
CZ,2008,f,25-34,14
DE,2005,f,25-34,104
DE,2006,f,25-34,109
DE,2007,f,25-34,176
DE,2008,f,25-34,68
DJ,2007,f,25-34,131
DK,2005,f,25-34,5
DK,2006,f,25-34,12
DK,2007,f,25-34,12
DK,2008,f,25-34,7
DM,2006,f,25-34,0
DM,2007,f,25-34,0
DM,2008,f,25-34,0
DO,2008,f,25-34,272
EE,2005,f,25-34,11
EE,2006,f,25-34,9
EE,2007,f,25-34,5
EE,2008,f,25-34,7
EG,2006,f,25-34,367
EG,2008,f,25-34,412
ER,2007,f,25-34,89
ES,2005,f,25-34,252
ES,2006,f,25-34,264
ES,2007,f,25-34,291
ES,2008,f,25-34,294
FI,2005,f,25-34,4
FI,2006,f,25-34,4
FI,2007,f,25-34,4
FI,2008,f,25-34,3
FJ,2006,f,25-34,5
FM,2006,f,25-34,5
FM,2008,f,25-34,2
FR,2005,f,25-34,134
FR,2006,f,25-34,158
FR,2007,f,25-34,167
FR,2008,f,25-34,96
GA,2008,f,25-34,158
GB,2005,f,25-34,163
GB,2006,f,25-34,192
GB,2007,f,25-34,222
GB,2008,f,25-34,181
GD,2006,f,25-34,0
GE,2005,f,25-34,105
GE,2006,f,25-34,110
GE,2007,f,25-34,140
GE,2008,f,25-34,374
GM,2006,f,25-34,126
GM,2008,f,25-34,133
GR,2005,f,25-34,18
GR,2006,f,25-34,12
GR,2007,f,25-34,19
GR,2008,f,25-34,9
GT,2007,f,25-34,246
GT,2008,f,25-34,189
GU,2007,f,25-34,0
GU,2008,f,25-34,2
GY,2008,f,25-34,23
HK,2005,f,25-34,81
HK,2006,f,25-34,97
HK,2007,f,25-34,94
HK,2008,f,25-34,84
HN,2006,f,25-34,234
HN,2007,f,25-34,175
HN,2008,f,25-34,170
HR,2005,f,25-34,18
HR,2006,f,25-34,26
HR,2008,f,25-34,16
HT,2007,f,25-34,1107
HT,2008,f,25-34,1204
HU,2005,f,25-34,13
HU,2006,f,25-34,16
HU,2007,f,25-34,22
HU,2008,f,25-34,13
ID,2007,f,25-34,16055
ID,2008,f,25-34,16292
IE,2005,f,25-34,10
IE,2006,f,25-34,20
IE,2007,f,25-34,28
IE,2008,f,25-34,16
IL,2005,f,25-34,9
IL,2006,f,25-34,5
IL,2007,f,25-34,17
IL,2008,f,25-34,11
IQ,2006,f,25-34,264
IQ,2007,f,25-34,228
IQ,2008,f,25-34,281
IR,2006,f,25-34,236
IR,2007,f,25-34,236
IR,2008,f,25-34,254
IS,2005,f,25-34,0
IS,2006,f,25-34,2
IS,2007,f,25-34,0
IS,2008,f,25-34,0
IT,2005,f,25-34,145
IT,2006,f,25-34,165
IT,2007,f,25-34,94
IT,2008,f,25-34,106
JM,2006,f,25-34,5
JM,2008,f,25-34,3
JO,2006,f,25-34,11
JO,2007,f,25-34,12
JO,2008,f,25-34,15
JP,2007,f,25-34,318
JP,2008,f,25-34,293
KE,2007,f,25-34,5979
KE,2008,f,25-34,5475
KG,2005,f,25-34,236
KI,2007,f,25-34,6
KI,2008,f,25-34,9
KM,2006,f,25-34,5
KM,2008,f,25-34,11
KN,2008,f,25-34,1
KP,2008,f,25-34,1792
KR,2006,f,25-34,859
KR,2007,f,25-34,807
KR,2008,f,25-34,722
KW,2007,f,25-34,53
KW,2008,f,25-34,47
KY,2006,f,25-34,0
KY,2007,f,25-34,0
KZ,2005,f,25-34,767
KZ,2007,f,25-34,605
KZ,2008,f,25-34,659
LB,2006,f,25-34,12
LB,2007,f,25-34,30
LB,2008,f,25-34,32
LC,2008,f,25-34,1
LR,2008,f,25-34,237
LS,2007,f,25-34,121
LS,2008,f,25-34,700
LT,2005,f,25-34,41
LT,2006,f,25-34,48
LT,2007,f,25-34,41
LT,2008,f,25-34,51
LU,2005,f,25-34,2
LU,2006,f,25-34,3
LU,2007,f,25-34,0
LU,2008,f,25-34,0
LV,2005,f,25-34,31
LV,2006,f,25-34,27
LV,2008,f,25-34,23
LY,2006,f,25-34,34
LY,2008,f,25-34,35
MA,2006,f,25-34,1025
MA,2007,f,25-34,837
MA,2008,f,25-34,803
MD,2005,f,25-34,92
MD,2007,f,25-34,85
MD,2008,f,25-34,81
ME,2005,f,25-34,7
ME,2006,f,25-34,4
ME,2007,f,25-34,3
ME,2008,f,25-34,5
MG,2007,f,25-34,1810
MG,2008,f,25-34,1846
MH,2007,f,25-34,3
MH,2008,f,25-34,2
MK,2005,f,25-34,13
MK,2006,f,25-34,9
MK,2007,f,25-34,12
MK,2008,f,25-34,15
ML,2008,f,25-34,516
MO,2007,f,25-34,4
MO,2008,f,25-34,6
MP,2007,f,25-34,2
MP,2008,f,25-34,0
MT,2005,f,25-34,0
MT,2006,f,25-34,0
MT,2007,f,25-34,0
MT,2008,f,25-34,1
MU,2007,f,25-34,7
MU,2008,f,25-34,3
MV,2007,f,25-34,2
MV,2008,f,25-34,1
MW,2007,f,25-34,1497
MW,2008,f,25-34,1327
MX,2006,f,25-34,774
MX,2007,f,25-34,742
MX,2008,f,25-34,826
MY,2007,f,25-34,1101
MY,2008,f,25-34,1283
NC,2008,f,25-34,1
NE,2008,f,25-34,414
NI,2006,f,25-34,144
NI,2007,f,25-34,168
NL,2005,f,25-34,19
NL,2006,f,25-34,17
NL,2007,f,25-34,22
NL,2008,f,25-34,19
NO,2005,f,25-34,7
NO,2006,f,25-34,5
NO,2008,f,25-34,6
NP,2006,f,25-34,1001
NP,2007,f,25-34,1027
NR,2006,f,25-34,0
NR,2007,f,25-34,0
NR,2008,f,25-34,0
NU,2006,f,25-34,0
NU,2007,f,25-34,0
NZ,2006,f,25-34,12
NZ,2007,f,25-34,7
NZ,2008,f,25-34,13
OM,2006,f,25-34,22
OM,2008,f,25-34,10
PA,2008,f,25-34,73
PE,2006,f,25-34,1852
PE,2007,f,25-34,1603
PE,2008,f,25-34,1599
PF,2008,f,25-34,1
PL,2005,f,25-34,142
PL,2006,f,25-34,142
PL,2007,f,25-34,149
PL,2008,f,25-34,106
PR,2007,f,25-34,2
PR,2008,f,25-34,4
PS,2006,f,25-34,0
PS,2007,f,25-34,1
PS,2008,f,25-34,0
PT,2005,f,25-34,109
PT,2006,f,25-34,107
PT,2007,f,25-34,95
PT,2008,f,25-34,86
PW,2006,f,25-34,1
PW,2007,f,25-34,0
PY,2006,f,25-34,79
PY,2007,f,25-34,98
PY,2008,f,25-34,87
QA,2007,f,25-34,6
QA,2008,f,25-34,14
RO,2005,f,25-34,780
RO,2006,f,25-34,763
RO,2007,f,25-34,634
RO,2008,f,25-34,567
RS,2005,f,25-34,76
RS,2006,f,25-34,74
RS,2007,f,25-34,52
RS,2008,f,25-34,46
RU,2007,f,25-34,2418
RU,2008,f,25-34,2569
RW,2007,f,25-34,468
RW,2008,f,25-34,472
SA,2008,f,25-34,271
SB,2007,f,25-34,25
SB,2008,f,25-34,23
SC,2008,f,25-34,0
SD,2006,f,25-34,1108
SD,2008,f,25-34,962
SE,2005,f,25-34,15
SE,2006,f,25-34,14
SE,2007,f,25-34,11
SE,2008,f,25-34,13
SG,2006,f,25-34,22
SG,2007,f,25-34,13
SG,2008,f,25-34,16
SI,2005,f,25-34,4
SI,2006,f,25-34,7
SI,2007,f,25-34,5
SI,2008,f,25-34,7
SK,2005,f,25-34,8
SK,2006,f,25-34,6
SK,2007,f,25-34,3
SK,2008,f,25-34,4
SL,2007,f,25-34,568
SN,2008,f,25-34,659
SR,2006,f,25-34,4
ST,2006,f,25-34,7
ST,2007,f,25-34,6
SV,2007,f,25-34,85
SV,2008,f,25-34,71
SY,2006,f,25-34,109
SY,2007,f,25-34,106
SY,2008,f,25-34,80
SZ,2008,f,25-34,663
TC,2006,f,25-34,1
TJ,2005,f,25-34,185
TJ,2008,f,25-34,211
TK,2007,f,25-34,0
TM,2005,f,25-34,101
TM,2007,f,25-34,132
TO,2006,f,25-34,1
TO,2007,f,25-34,1
TO,2008,f,25-34,0
TR,2005,f,25-34,474
TR,2006,f,25-34,507
TR,2007,f,25-34,531
TR,2008,f,25-34,485
TT,2007,f,25-34,7
TT,2008,f,25-34,12
TV,2006,f,25-34,0
TV,2008,f,25-34,2
UA,2007,f,25-34,1661
UA,2008,f,25-34,979
UG,2008,f,25-34,2985
US,2006,f,25-34,384
US,2007,f,25-34,338
US,2008,f,25-34,329
UY,2008,f,25-34,35
UZ,2005,f,25-34,597
UZ,2006,f,25-34,597
UZ,2007,f,25-34,507
UZ,2008,f,25-34,479
VC,2007,f,25-34,0
VE,2006,f,25-34,297
VE,2007,f,25-34,271
VE,2008,f,25-34,272
VU,2008,f,25-34,4
WF,2007,f,25-34,0
WS,2008,f,25-34,1
ZA,2006,f,25-34,20387
ZA,2007,f,25-34,21049
ZA,2008,f,25-34,21579
ZW,2007,f,25-34,3311
AD,2005,f,35-44,1
AD,2006,f,35-44,0
AD,2008,f,35-44,1
AE,2006,f,35-44,5
AE,2007,f,35-44,3
AE,2008,f,35-44,1
AG,2007,f,35-44,0
AL,2005,f,35-44,5
AL,2006,f,35-44,7
AL,2007,f,35-44,7
AL,2008,f,35-44,8
AM,2005,f,35-44,10
AM,2006,f,35-44,16
AM,2007,f,35-44,11
AM,2008,f,35-44,10
AN,2006,f,35-44,0
AR,2006,f,35-44,235
AR,2007,f,35-44,246
AR,2008,f,35-44,252
AT,2005,f,35-44,8
AT,2006,f,35-44,16
AU,2006,f,35-44,14
AU,2007,f,35-44,20
AZ,2005,f,35-44,47
AZ,2006,f,35-44,66
BA,2005,f,35-44,33
BA,2006,f,35-44,24
BA,2007,f,35-44,0
BA,2008,f,35-44,20
BB,2007,f,35-44,0
BB,2008,f,35-44,0
BE,2005,f,35-44,15
BE,2006,f,35-44,18
BE,2007,f,35-44,23
BE,2008,f,35-44,22
BF,2007,f,35-44,187
BG,2005,f,35-44,59
BG,2007,f,35-44,53
BG,2008,f,35-44,54
BH,2008,f,35-44,8
BI,2007,f,35-44,276
BN,2007,f,35-44,12
BN,2008,f,35-44,8
BR,2006,f,35-44,2569
BR,2007,f,35-44,2327
BR,2008,f,35-44,2266
BS,2007,f,35-44,3
BS,2008,f,35-44,4
BW,2008,f,35-44,226
BZ,2006,f,35-44,3
BZ,2007,f,35-44,5
BZ,2008,f,35-44,6
CA,2006,f,35-44,25
CA,2007,f,35-44,33
CA,2008,f,35-44,39
CH,2005,f,35-44,8
CH,2006,f,35-44,11
CH,2007,f,35-44,3
CH,2008,f,35-44,6
CK,2006,f,35-44,0
CL,2006,f,35-44,74
CL,2007,f,35-44,63
CL,2008,f,35-44,49
CM,2008,f,35-44,1027
CR,2006,f,35-44,20
CR,2007,f,35-44,19
CU,2008,f,35-44,22
CV,2008,f,35-44,11
CY,2005,f,35-44,0
CY,2006,f,35-44,0
CY,2007,f,35-44,1
CY,2008,f,35-44,1
CZ,2005,f,35-44,16
CZ,2006,f,35-44,12
CZ,2007,f,35-44,5
CZ,2008,f,35-44,8
DE,2005,f,35-44,73
DE,2006,f,35-44,77
DE,2007,f,35-44,152
DE,2008,f,35-44,61
DJ,2007,f,35-44,62
DK,2005,f,35-44,13
DK,2006,f,35-44,9
DK,2007,f,35-44,8
DK,2008,f,35-44,5
DM,2006,f,35-44,1
DM,2007,f,35-44,0
DM,2008,f,35-44,0
DO,2008,f,35-44,163
EE,2005,f,35-44,8
EE,2006,f,35-44,10
EE,2007,f,35-44,5
EE,2008,f,35-44,6
EG,2006,f,35-44,338
EG,2008,f,35-44,308
ER,2007,f,35-44,56
ES,2005,f,35-44,151
ES,2006,f,35-44,137
ES,2007,f,35-44,136
ES,2008,f,35-44,173
FI,2005,f,35-44,1
FI,2006,f,35-44,3
FI,2007,f,35-44,2
FI,2008,f,35-44,2
FJ,2006,f,35-44,6
FM,2006,f,35-44,7
FM,2008,f,35-44,5
FR,2005,f,35-44,82
FR,2006,f,35-44,91
FR,2007,f,35-44,91
FR,2008,f,35-44,71
GA,2008,f,35-44,93
GB,2005,f,35-44,80
GB,2006,f,35-44,112
GB,2007,f,35-44,91
GB,2008,f,35-44,90
GD,2006,f,35-44,0
GE,2005,f,35-44,58
GE,2006,f,35-44,71
GE,2007,f,35-44,67
GE,2008,f,35-44,252
GM,2006,f,35-44,71
GM,2008,f,35-44,90
GR,2005,f,35-44,8
GR,2006,f,35-44,8
GR,2007,f,35-44,11
GR,2008,f,35-44,2
GT,2007,f,35-44,145
GT,2008,f,35-44,162
GU,2007,f,35-44,0
GU,2008,f,35-44,0
GY,2008,f,35-44,13
HK,2005,f,35-44,92
HK,2006,f,35-44,73
HK,2007,f,35-44,74
HK,2008,f,35-44,65
HN,2006,f,35-44,123
HN,2007,f,35-44,110
HN,2008,f,35-44,114
HR,2005,f,35-44,15
HR,2006,f,35-44,16
HR,2008,f,35-44,13
HT,2007,f,35-44,632
HT,2008,f,35-44,677
HU,2005,f,35-44,11
HU,2006,f,35-44,19
HU,2007,f,35-44,18
HU,2008,f,35-44,15
ID,2007,f,35-44,13211
ID,2008,f,35-44,13513
IE,2005,f,35-44,3
IE,2006,f,35-44,8
IE,2007,f,35-44,22
IE,2008,f,35-44,8
IL,2005,f,35-44,8
IL,2006,f,35-44,4
IL,2007,f,35-44,5
IL,2008,f,35-44,14
IQ,2006,f,35-44,133
IQ,2007,f,35-44,154
IQ,2008,f,35-44,125
